M01,M02,M03,M04,M05,M06,M07,M08,M09,M010,M011,M012,M013,M014,M015,M016,M017,M018,M019,M020,M021,M022,M023,M024,M025,M026,M027,M028,M029,M030,M031,M032,M033,M034,M035,M036,M037,M038,M039,M040,M041,M042,M043,M044,M045,M046,M047,M048,M049,M050,M051,M052,M053,M054,M055,M056,M057,M058,M059,M060,M061,M062,M063,M064,M065,M066,M067,M068,M069,M070,M071,M072,M073,M074,M075,M076,M077,M078,M079,M080,M081,M082,M083,M084,M085,M086,M087,M088,M089,M090,M091,M092,M093,M094,M095,M096,M097,M098,M099,M0100
gene 318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301029995663981,0,0.301029995663981,0,0,0,0,0,0,0.602059991327962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene 319,0,0,0.602059991327962,0,0,0,0.301029995663981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301029995663981,0,0.903089986991944,0,0,0,0,0,0,0,0,0.698970004336019,0,0,0,0.477121254719662,0,0,0,0.301029995663981,0.301029995663981,0,0.301029995663981,0.778151250383644,0,0,0.477121254719662,0,0,0.698970004336019,0,0.778151250383644,0,0.301029995663981,0.477121254719662,0.301029995663981,0,0.301029995663981,0.477121254719662,0,0,0.778151250383644,0,0,0.301029995663981,0,0,0,0.301029995663981,0,0,0,0.477121254719662,0.301029995663981,0,0,0,0.301029995663981,0.301029995663981,0,0.477121254719662,0.477121254719662,0,0,0,0,0,0,0,0.477121254719662,0.477121254719662,0.301029995663981,0.778151250383644,0,0,0,0,0.602059991327962
gene 320,1.27875360095283,1.36172783601759,0,1.49136169383427,1.61278385671974,0,0,1.23044892137827,0,0,1.39794000867204,1.56820172406699,1.20411998265592,0,1.14612803567824,0,0,1.38021124171161,1.34242268082221,1.36172783601759,0,0,1.17609125905568,0.903089986991944,1.53147891704226,0,1.63346845557959,1.51851393987789,0,0,0,1.50514997831991,1.50514997831991,1.43136376415899,1.32221929473392,1.44715803134222,0,0,0,0,0,0,0,1.17609125905568,1.04139268515822,1.50514997831991,1.34242268082221,1.81291335664286,1.30102999566398,0,1.17609125905568,0,1.63346845557959,0,1.20411998265592,0,0,0,1.50514997831991,0,0,0.954242509439325,1.14612803567824,1.20411998265592,0,0,1.23044892137827,0,0,1.39794000867204,1.54406804435028,1.32221929473392,1.17609125905568,1.23044892137827,0,1.61278385671974,1.30102999566398,0,1.25527250510331,0,0,0,1.57978359661681,1.23044892137827,0,0,0,1.20411998265592,1.61278385671974,0,1.43136376415899,1.39794000867204,0.602059991327962,0,1.17609125905568,0,1.36172783601759,0,0,0
gene 321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477121254719662,0,0,0,0,0,0,0,0,0,0,0,0.301029995663981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene 322,1.5910646070265,0,0,0.477121254719662,0,0,1.49136169383427,0,0,1.41497334797082,0,0,1.43136376415899,1.36172783601759,1.30102999566398,1.46239799789896,0,0.301029995663981,1.36172783601759,0.778151250383644,0,0,0,0,0,0.301029995663981,1.65321251377534,0,0.698970004336019,0,0,0,1.54406804435028,0,1.17609125905568,0.477121254719662,0,0,0.301029995663981,1.51851393987789,0,0,1.30102999566398,0,1.43136376415899,0,0,1.25527250510331,0,0,1.54406804435028,0.778151250383644,0,1.34242268082221,0.698970004336019,1.23044892137827,0,1.25527250510331,0,0,0,0,0.845098040014257,0,1.50514997831991,0,0.698970004336019,0.477121254719662,1.32221929473392,1.32221929473392,1,0,1.11394335230684,0,1.6232492903979,0,0,1.39794000867204,1.14612803567824,0,0,0,0,0,0.301029995663981,1.14612803567824,0.301029995663981,1.44715803134222,0,0,1.54406804435028,0,1.32221929473392,0,1.53147891704226,0.845098040014257,0.301029995663981,0,1.56820172406699,1.38021124171161
gene 323,1.04139268515822,1.20411998265592,0,0.602059991327962,0,1.30102999566398,1.04139268515822,1.30102999566398,0,0,0,0,0,0,1.17609125905568,1,0,0.954242509439325,1,0,0,0,0,1,1.14612803567824,0,1.04139268515822,1.17609125905568,0.845098040014257,1,0,0.954242509439325,1.04139268515822,0,0,1.44715803134222,1.36172783601759,0,0.477121254719662,0,0,1.14612803567824,0,0.301029995663981,1.07918124604762,1,0.903089986991944,1.14612803567824,1.07918124604762,0,0.845098040014257,0,0,0,0,1.04139268515822,1.34242268082221,1.04139268515822,0,0.845098040014257,0,0.698970004336019,0,0.903089986991944,1.30102999566398,1,0,0,0.778151250383644,1.25527250510331,0,0.903089986991944,1.27875360095283,0,0,0,0,0,1.11394335230684,1.17609125905568,0,1,1.23044892137827,0.903089986991944,1.23044892137827,1.23044892137827,0,1.07918124604762,0,0,0,0,0,0,0,0.845098040014257,1.04139268515822,0,0.698970004336019,1.11394335230684
gene 324,0,0,0,0,0.778151250383644,0.698970004336019,0.602059991327962,0.301029995663981,0,0.477121254719662,0.477121254719662,0.845098040014257,1.11394335230684,0,0,0,0.698970004336019,0,0.301029995663981,0,0,0,0.301029995663981,0,0,0,0.602059991327962,0,0,0.477121254719662,0.602059991327962,0,0,0.698970004336019,0,0.845098040014257,0,0.778151250383644,0,0,0,0,0,0,0.301029995663981,0,0,0.698970004336019,0.698970004336019,0,0,0,0.301029995663981,0,0,0,0,0,0,0.477121254719662,0.301029995663981,0,0,0,0,0,0.301029995663981,0.602059991327962,0.301029995663981,0,0,0,0.698970004336019,0,0,0.602059991327962,0,0,0,0,0,0,0,0,0.698970004336019,0,0.602059991327962,0,0,0.477121254719662,0,0.477121254719662,0.301029995663981,0.301029995663981,0.698970004336019,0.301029995663981,0,0,0,0
gene 325,0.698970004336019,0,0,0,0,0.301029995663981,0.301029995663981,1.07918124604762,0,0,1.04139268515822,0.477121254719662,0,0.602059991327962,0,0.845098040014257,0,0,0,0,0,0,0,0,0.954242509439325,0.903089986991944,0.778151250383644,1,0.845098040014257,0,0.602059991327962,0,0,0.778151250383644,0,0.301029995663981,0.845098040014257,0,0,0.954242509439325,0.778151250383644,0,0.778151250383644,0.301029995663981,0,0.954242509439325,0,0.698970004336019,0,0.477121254719662,0,0,0,0,0,0,0,0,0.477121254719662,0.954242509439325,0,0,0.698970004336019,0,0.602059991327962,0.954242509439325,0.698970004336019,0.778151250383644,0.778151250383644,0.301029995663981,0,0,0,0,0,0.845098040014257,0.602059991327962,0,0.903089986991944,0.778151250383644,0.602059991327962,0.845098040014257,0.903089986991944,0,0,0,0,1.11394335230684,0,0.698970004336019,0.903089986991944,0,0,0.954242509439325,0,0,0.477121254719662,0,0.698970004336019,0
gene 326,0,1.23044892137827,1.68124123737559,0,1.41497334797082,1.56820172406699,0,0,0,0,0,1.49136169383427,0,0,0,1.36172783601759,1.72427586960079,0,1.38021124171161,1.30102999566398,1.07918124604762,0,0,0,0,0,0,0.903089986991944,1.17609125905568,1.23044892137827,1.44715803134222,1.63346845557959,1.34242268082221,1.65321251377534,0,1.46239799789896,0,0,1.07918124604762,1.75587485567249,1.25527250510331,1.32221929473392,0,0,1.54406804435028,1.61278385671974,1.27875360095283,1.17609125905568,0,1.30102999566398,1.41497334797082,0,1.69897000433602,0,1.32221929473392,1.39794000867204,1.23044892137827,1.53147891704226,0,1.07918124604762,0,0.903089986991944,0,0,0,0,1.30102999566398,1.49136169383427,0,1.55630250076729,1.20411998265592,1.57978359661681,0,0,1.44715803134222,1.41497334797082,1.53147891704226,1.43136376415899,1.32221929473392,1.49136169383427,1.43136376415899,0,1.68124123737559,1.44715803134222,1.7481880270062,1.34242268082221,0,1.44715803134222,0,1.30102999566398,0,0,0,1.46239799789896,1.51851393987789,1.43136376415899,0,1.57978359661681,1.27875360095283,0
gene 327,0,1.14612803567824,0,0,0,0,0.301029995663981,0.301029995663981,0,0.477121254719662,0,0,0.954242509439325,0,0,0.845098040014257,0.477121254719662,0,0.602059991327962,0,0.698970004336019,0,0,0.477121254719662,0.602059991327962,0,0,0,0.778151250383644,0.301029995663981,0,0,0.698970004336019,0,0,0,0,0,0,0.698970004336019,0,0,0,0,0.301029995663981,0,0,0,0.903089986991944,0,0,0,0,0.301029995663981,0,0,0,0.845098040014257,0.903089986991944,0,0.301029995663981,0.301029995663981,0.301029995663981,0,0.301029995663981,0,0.698970004336019,0,0,0.477121254719662,0.602059991327962,0.477121254719662,0,0,0,0,0,0.602059991327962,0,0,0,0.602059991327962,0,0,0.301029995663981,0,0.477121254719662,0,0.698970004336019,0,0.301029995663981,0,0,0,0.778151250383644,0,0,0.903089986991944,0.954242509439325,0.477121254719662
gene 328,0,0,0,0,0,0,0,0,0.477121254719662,0,0,0,0.301029995663981,0,0,0.301029995663981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477121254719662,0,0,0,0,0,0,0,0.602059991327962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301029995663981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698970004336019,0,0,0,0,0,0.602059991327962,0,0,0
gene 329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301029995663981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene 330,1.07918124604762,0,0.903089986991944,0.301029995663981,0,0,0,0.845098040014257,0.602059991327962,0.954242509439325,0,1.04139268515822,0.301029995663981,0.845098040014257,0,0,1,0.301029995663981,0,0.477121254719662,0.903089986991944,0,0,0,0,0,0,0,0.301029995663981,0.477121254719662,0,0,0.903089986991944,1.23044892137827,1,1.36172783601759,0.301029995663981,0.845098040014257,0,0,0,0,0,0,0,0,0,1.14612803567824,0.954242509439325,0.301029995663981,0.954242509439325,0.698970004336019,0,0,0.903089986991944,0,0.602059991327962,1.14612803567824,0,0.903089986991944,0,0.301029995663981,0,0.778151250383644,0.301029995663981,0.602059991327962,0,0,0,0,0.954242509439325,0.954242509439325,0.698970004336019,0.845098040014257,0.903089986991944,0.602059991327962,0,0,0,0,1.43136376415899,0.477121254719662,0.845098040014257,0.602059991327962,1.14612803567824,0.477121254719662,0.778151250383644,0,0.477121254719662,0,0.602059991327962,0.778151250383644,0,0,1.14612803567824,0.778151250383644,0,0,0.698970004336019,0.903089986991944
gene 331,0,1.79239168949825,1.7481880270062,1.78532983501077,1.69019608002851,1.81954393554187,1.6232492903979,1.79934054945358,0,1.61278385671974,0,0,1.77085201164214,1.96378782734556,1.80617997398389,0,1.90848501887865,1.7160033436348,1.81954393554187,1.64345267648619,0,1.66275783168157,1.55630250076729,0,0,0,1.83250891270624,0,0,1.50514997831991,1.65321251377534,0,0,0,0,0,1.66275783168157,0,0,0,0,1.70757017609794,1.53147891704226,1.69897000433602,1.5910646070265,1.81954393554187,1.67209785793572,0,1.81291335664286,1.50514997831991,1.5910646070265,0,1.66275783168157,0,1.5910646070265,1.38021124171161,0,1.57978359661681,0,0,1.5910646070265,0,0,1.63346845557959,0,1.81291335664286,1.69897000433602,0,1.55630250076729,1.57978359661681,0,1.79934054945358,0,0,1.57978359661681,1.50514997831991,0,0,1.57978359661681,1.50514997831991,1.82607480270083,1.63346845557959,1.76342799356294,0,0,1.66275783168157,1.72427586960079,0,0,1.68124123737559,1.79934054945358,0,0,0,1.73239375982297,0,1.85125834871908,0,1.66275783168157,0
gene 332,0,0,0.602059991327962,0.301029995663981,0,0,0.698970004336019,0,0.301029995663981,0,0.477121254719662,0.301029995663981,0.845098040014257,0,0.301029995663981,0.477121254719662,0.301029995663981,0.602059991327962,0,0.477121254719662,0.477121254719662,0,0,0.778151250383644,0,0,0,0.903089986991944,0.602059991327962,0,0.477121254719662,0.602059991327962,0.301029995663981,0.301029995663981,0.301029995663981,0.301029995663981,0.477121254719662,0,0.301029995663981,0,0,0.301029995663981,0,0,0,0,0,0.477121254719662,0.602059991327962,0,0.698970004336019,0,0,0,0.477121254719662,0,0.301029995663981,0.301029995663981,0.477121254719662,0,0.301029995663981,0,0,0,0,0.301029995663981,0,0,0.301029995663981,0.301029995663981,0.301029995663981,0.477121254719662,0.778151250383644,0,0,0.698970004336019,0,0,0,0.301029995663981,0,0,0,0,0,0,0,0.301029995663981,0.602059991327962,0,0.602059991327962,0,0,0.602059991327962,0,0,0,0,0,0
gene 333,0,1.25527250510331,0,1.34242268082221,0,0,0,1.54406804435028,1.38021124171161,1.63346845557959,0,0.778151250383644,0,1.41497334797082,1.38021124171161,1.56820172406699,0,1.38021124171161,1.38021124171161,1.17609125905568,0,1.07918124604762,0.698970004336019,0,1.50514997831991,0,0,0,0,0,0,0,1.39794000867204,0,0,1.17609125905568,0,0,1.34242268082221,0,0,0,1.36172783601759,1,0,1.50514997831991,1.36172783601759,1.56820172406699,1.32221929473392,1.38021124171161,0.778151250383644,1.27875360095283,0,0,0.845098040014257,0,1.51851393987789,1.44715803134222,1.23044892137827,1.07918124604762,0,0.845098040014257,1.07918124604762,1.39794000867204,0,0,1.46239799789896,0,1.54406804435028,0,1.49136169383427,0,1.14612803567824,0,1.07918124604762,1.39794000867204,1.55630250076729,1.32221929473392,0,1.11394335230684,0,1.14612803567824,1.5910646070265,1.17609125905568,0,1.38021124171161,0,1.41497334797082,1.11394335230684,1.6232492903979,1.30102999566398,0,0.602059991327962,0,0,0,0,1.50514997831991,1.32221929473392,0.698970004336019
gene 334,1.25527250510331,0,0.602059991327962,1.23044892137827,1.11394335230684,0,0.477121254719662,1,0,0,0,1.04139268515822,0,0.698970004336019,0,0.845098040014257,1,0,0,0,0.698970004336019,0,0,0,0.954242509439325,0,1.25527250510331,0.477121254719662,0.477121254719662,0.954242509439325,0,1.07918124604762,1.07918124604762,0.954242509439325,0,0.903089986991944,0,1.14612803567824,0,1.25527250510331,0.954242509439325,1.07918124604762,0,0,0,0.778151250383644,1.30102999566398,0,0.602059991327962,0.602059991327962,1.07918124604762,0.602059991327962,0,0,0.903089986991944,0,0.698970004336019,0,1.23044892137827,0,0,0.477121254719662,0.954242509439325,0,0,1.04139268515822,1,0.477121254719662,0,0,0.778151250383644,0,0.602059991327962,0.778151250383644,1.23044892137827,1.39794000867204,0,0.845098040014257,0,0.477121254719662,0,1.11394335230684,0,0,1.07918124604762,0,0,0.954242509439325,0.903089986991944,1.36172783601759,0,1.17609125905568,0.602059991327962,1.04139268515822,0.903089986991944,0,1,0,0,0
gene 335,1.04139268515822,0,1.38021124171161,1.14612803567824,0.954242509439325,1.14612803567824,0,1.36172783601759,0,0.954242509439325,1.07918124604762,1.20411998265592,0,1.07918124604762,0,0,1.11394335230684,0,1.20411998265592,0,0.954242509439325,0,1.17609125905568,0,0,0,1.23044892137827,0,0,0,1.04139268515822,1.20411998265592,1.07918124604762,1.27875360095283,0.954242509439325,1.25527250510331,1.23044892137827,0.698970004336019,1.11394335230684,1.34242268082221,1.30102999566398,1.50514997831991,0,0,1.07918124604762,1.04139268515822,0,0,0.845098040014257,1.23044892137827,0,1.34242268082221,0,0,0,0,0,1.43136376415899,0,1.25527250510331,0.954242509439325,0,0,0,0,0,1.20411998265592,0,0,0,1.20411998265592,0.954242509439325,0.845098040014257,0,0,0,1,0,0,1,0,0,1.07918124604762,0,0,0,0.845098040014257,0,0,1.38021124171161,0,0.698970004336019,1.41497334797082,1.25527250510331,1,0.903089986991944,1.30102999566398,0,1.46239799789896,0
gene 336,1.54406804435028,1.36172783601759,1.50514997831991,0,0,0,1.49136169383427,1.75587485567249,0,1.47712125471966,0,0,0,1.56820172406699,1.46239799789896,1.5910646070265,1.81954393554187,0,1.70757017609794,0,1.07918124604762,1.75587485567249,0,1.61278385671974,0,1.56820172406699,1.60205999132796,0,1.38021124171161,0,1.34242268082221,0,0,0,1.61278385671974,1.41497334797082,0,0,1.66275783168157,1.73239375982297,1.67209785793572,1.74036268949424,1.77085201164214,1.27875360095283,1.51851393987789,0,0,1.70757017609794,1.80617997398389,1.61278385671974,1.34242268082221,1.60205999132796,0,0,1.38021124171161,0,1.56820172406699,0,0,1.57978359661681,0,0,1.46239799789896,0,0,0,0,0,1.57978359661681,1.14612803567824,1.54406804435028,0,0,0,1.44715803134222,1.47712125471966,0,0,0,1.73239375982297,1.81291335664286,1.49136169383427,0,1.79239168949825,0,1.51851393987789,0,1.43136376415899,1.56820172406699,0,1.49136169383427,0,1.46239799789896,1.43136376415899,1.7481880270062,1.60205999132796,0,1.78532983501077,1.11394335230684,1.41497334797082
gene 337,1.39794000867204,1.14612803567824,1.32221929473392,1.41497334797082,0,0,1.57978359661681,1.43136376415899,0,0,1.56820172406699,1.34242268082221,1.44715803134222,0,1.25527250510331,0,1.23044892137827,0,1.17609125905568,1.57978359661681,1.23044892137827,0,1.30102999566398,1,1.11394335230684,1.14612803567824,1.43136376415899,0,0,0,0.954242509439325,1.34242268082221,0,1.04139268515822,0,1.56820172406699,0,0,1.11394335230684,1.25527250510331,0,0,0,1.17609125905568,0,0,0,1.36172783601759,0,1.39794000867204,1.36172783601759,1.32221929473392,0,0,1.23044892137827,0,0,0,1.54406804435028,1.25527250510331,0,0,1.07918124604762,0,0,1.44715803134222,1.39794000867204,0,0,1.25527250510331,0,0,0,0,1.04139268515822,1.25527250510331,0,0.845098040014257,0,1.36172783601759,1.50514997831991,0,0,0,0,1.07918124604762,1.11394335230684,0,1.41497334797082,1.30102999566398,0,1.14612803567824,0.954242509439325,0,1.17609125905568,1.32221929473392,0,0,1.23044892137827,0
gene 338,0,1.14612803567824,0,1.14612803567824,0,0,1.30102999566398,0,0,1.14612803567824,0,1.34242268082221,1.32221929473392,0,0.778151250383644,0,1.04139268515822,1.27875360095283,0,0.954242509439325,0.698970004336019,1.27875360095283,0,0.903089986991944,0,0,0,0,0.954242509439325,0,1.11394335230684,0,0,0.954242509439325,0,1.17609125905568,0.778151250383644,0,1.23044892137827,1.11394335230684,0,0,1.14612803567824,0,0,0,0,1.25527250510331,1,0,0.477121254719662,0,1.27875360095283,1.41497334797082,0,0.602059991327962,0,0,1.34242268082221,0,0,0,0,1.04139268515822,0.698970004336019,1.43136376415899,0,0,1.32221929473392,0.954242509439325,0.698970004336019,0,0,0,0,0,0,0.845098040014257,0,1.14612803567824,0,0,0,1.32221929473392,0,1.04139268515822,0,0,1.27875360095283,1.07918124604762,1.23044892137827,1,0,0,0,1.11394335230684,1.04139268515822,1.30102999566398,0,1.27875360095283
gene 339,0,0,0.845098040014257,0.778151250383644,1.11394335230684,0.477121254719662,0.903089986991944,1,0.954242509439325,0,0,0.602059991327962,0,0.602059991327962,0,0,0,0,0,0,0,0.778151250383644,0.301029995663981,0,0.301029995663981,0,0,0,0.698970004336019,0,0,0.477121254719662,0,0.778151250383644,0.698970004336019,0,0,0,0,0.845098040014257,0.903089986991944,0,1.14612803567824,1.04139268515822,0.301029995663981,0.954242509439325,1,1.34242268082221,0,0,0.698970004336019,0.954242509439325,0.903089986991944,0,0,0,1,0,0.602059991327962,0.778151250383644,0,0.602059991327962,0,0,0,0,0.845098040014257,0.698970004336019,1.07918124604762,0,1.04139268515822,0.602059991327962,0.778151250383644,0,0,0,0,0.602059991327962,1.23044892137827,0,0.301029995663981,0,0.698970004336019,0,0,0.778151250383644,0.778151250383644,0,0.954242509439325,0.845098040014257,0,0,0,0,0.698970004336019,0.301029995663981,0,0,0.301029995663981,0
gene 340,0,0.301029995663981,0,0,0,0,0.301029995663981,0,0,0,1,0,0.602059991327962,0,0.778151250383644,0,0,0.301029995663981,0,0,0,0,0,0,0.778151250383644,0,0.301029995663981,0,0,0.301029995663981,0,0.477121254719662,0.602059991327962,0.301029995663981,0,0.954242509439325,0,0,0,0.301029995663981,0,0.301029995663981,0,0,0,0.602059991327962,0,0,0.301029995663981,0.301029995663981,0,0,0.477121254719662,0,0,0,0,0,0,0.698970004336019,0,0,0,0,0,0,0,0,0.301029995663981,0,0.477121254719662,0,0.477121254719662,0,0.301029995663981,0.602059991327962,0.698970004336019,0.301029995663981,0.301029995663981,0,0.301029995663981,0,0.301029995663981,0,0,0.602059991327962,0,0,0,0.778151250383644,0.477121254719662,0.301029995663981,0,0,0,0,0.602059991327962,0,0.698970004336019,0.301029995663981
gene 341,0.301029995663981,0,0.301029995663981,0,0,0,0,0.602059991327962,0,0,0,0.602059991327962,0,0.301029995663981,0.477121254719662,0.778151250383644,0.477121254719662,0,0,0,0,0.301029995663981,0,0,0.301029995663981,0,0.301029995663981,0.698970004336019,0,0,0,0,0,0,0,0,0,0.301029995663981,0,0,0,0.778151250383644,0,0,0,0,0,0,0.301029995663981,0,0.301029995663981,0,0,0,0,0,0,0.301029995663981,0,0.301029995663981,0,0,0,0.301029995663981,0,0,0,0.477121254719662,0.301029995663981,0,0,0,0.301029995663981,0,0.845098040014257,0,0,0.301029995663981,0.477121254719662,0,0,0,0.301029995663981,0.602059991327962,0,0,0,0,0,0,0.301029995663981,0,0,0,0,0,0,0.477121254719662,0,0
